   0.00000, 173.00000,  56.00000, 311.00000, 603.00000, 192.00000,   0.87669,   0.30934,   0.22886,   0.74881,   0.44217,   0.71295,   0.75585,   0.40375,   1.64032,   0.71295,   0.81281,   5.27338,   0.30246,   0.43255
   0.00000, 173.00000, 250.00000, 405.00000, 590.00000, 404.00000,   0.77571,   0.21017,   0.26333,   0.79511,   0.66359,   0.90249,   0.63922,   0.77976,   1.87601,   0.90249,   5.27945,  37.70515,   0.44050,   0.25217
   0.00000, 173.00000, 258.00000, 331.00000, 603.00000, 291.00000,   0.66728,   0.13000,   0.49854,   0.48228,   2.52415,   0.20173,   0.57144,   0.23289,   1.84630,   0.20173,   0.38459,   6.77573,   0.68542,   0.17843
   0.00000, 173.00000, 266.00000, 439.00000, 591.00000, 317.00000,   0.70250,   0.11261,   0.03984,   1.54379,   0.08542,   0.84151,   0.19853,  11.30869,   6.98880,   0.84151,  45.23592,3890.69238,   0.08357,   0.34600
   0.00000, 173.00000, 131.00000, 630.00000, 585.00000, 304.00000,   0.89968,   0.30090,   0.50070,   0.46853,   2.18037,   0.23423,   0.86592,   0.25374,   1.25778,   0.23423,   1.60112,   9.28930,   0.68527,   0.16592
   0.00000, 173.00000, 544.00000, 582.00000, 595.00000, 247.00000,   0.81406,   0.26582,   0.90401,   0.12141,   9.41075,   0.05202,   0.98331,   0.06105,   1.04066,   0.05202,   0.81270,   6.32036,   0.95045,   0.03255
   0.00000, 173.00000, 551.00000, 611.00000, 590.00000, 271.00000,   0.86884,   0.25535,   0.41861,   0.50069,   1.93124,   0.15442,   0.68667,   0.42376,   1.66693,   0.15442,   3.86263,  49.91592,   0.53043,   0.07892
   0.00000, 173.00000, 559.00000, 587.00000, 593.00000, 254.00000,   0.79700,   0.18128,   0.74688,   0.24195,   5.28506,   0.06213,   0.93398,   0.15023,   1.13262,   0.06213,   1.78952,  15.03777,   0.85810,   0.04013
   0.00000, 173.00000,  79.00000, 534.00000, 590.00000, 255.00000,   0.60059,   0.07345,   0.11391,   1.13288,   0.23421,   0.37894,   0.28591,   4.07904,   4.49423,   0.37894,   8.70000, 446.15231,   0.23223,   0.23546
   0.00000, 173.00000, 652.00000, 540.00000, 589.00000, 274.00000,   0.71173,   0.13052,   0.19393,   0.95723,   0.53590,   0.52335,   0.43739,   1.55301,   2.79872,   0.52335,  16.36785, 218.12308,   0.33406,   0.19320
   0.00000, 173.00000, 660.00000, 551.00000, 589.00000, 261.00000,   0.66631,   0.07650,   0.14016,   1.05848,   0.33079,   0.68200,   0.42529,   2.64256,   3.31182,   0.68200,   7.83424, 389.34769,   0.26780,   0.23535
   0.00000, 173.00000,  55.00000, 493.00000, 592.00000, 261.00000,   0.60041,   0.05145,   0.27666,   0.69992,   1.25831,   0.11840,   0.19450,   0.73092,   5.29670,   0.11840,  -1.38904,  27.15746,   0.39178,   0.10894
   0.00000, 173.00000,  87.00000, 550.00000, 589.00000, 257.00000,   0.61133,   0.10700,   0.47055,   0.49907,   2.21786,   0.11782,   0.48082,   0.38191,   2.23591,   0.11782,   2.88296,  33.37377,   0.64627,   0.07683
   0.00000, 173.00000, 110.00000, 527.00000, 592.00000, 261.00000,   0.54755,   0.08042,   0.27179,   0.78124,   1.07995,   0.22275,   0.30055,   0.79787,   3.65220,   0.22275,  -1.20979,  51.52485,   0.45570,   0.18018
   0.00000, 173.00000, 439.00000, 545.00000, 589.00000, 282.00000,   0.66365,   0.16273,   0.15231,   1.06685,   0.37658,   0.61733,   0.35206,   2.30418,   3.49367,   0.61733,  31.32462, 527.59772,   0.25366,   0.21997
   0.00000, 173.00000, 447.00000, 587.00000, 590.00000, 269.00000,   0.76807,   0.04595,   0.27449,   0.72287,   1.35342,   0.35231,   0.18989,   0.48806,   5.33929,   0.35231,   2.30259,  33.41288,   0.43524,   0.25761
   0.00000, 173.00000, 455.00000, 580.00000, 590.00000, 273.00000,   0.78760,   0.06118,   0.15042,   1.06875,   0.11282,   2.99898,   0.31939,   1.41041,   3.18685,   2.99898,   5.27058, 129.18163,   0.30334,   0.20567
   0.00000, 173.00000, 464.00000, 568.00000, 589.00000, 267.00000,   0.68324,   0.07500,   0.10497,   1.16698,   0.23946,   0.65937,   0.35495,   3.83125,   4.19544,   0.65937, -18.43100, 499.94305,   0.21075,   0.26627
